Book,Page,Chapter,POV,NUN,FullName
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,11th of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,12th of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,4th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,5th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,6th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,7th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,8th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,9th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,10th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,11th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,12th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,13th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,14th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,15th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,16th of the 16 men who perished in the fight against Nettles and Sheepstealer in the Vale
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,4th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,5th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,6th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,7th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,8th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,9th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,10th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,11th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,12th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,13th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,14th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,15th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,679,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,16th of the 16 bastards children of Lysandro Rogare
Fire and Blood Vol. 1,680,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Wife of Torreo Haen
Fire and Blood Vol. 1,680,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Mistress of Torreo Haen
Fire and Blood Vol. 1,680,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Haen, other daughter(s) of Torreo Haen"
Fire and Blood Vol. 1,680,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Silvario Pendaerys
Fire and Blood Vol. 1,680,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Pereno Pendaerys
Fire and Blood Vol. 1,680,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Slave girl present at Pereno Pendaerys's death
Fire and Blood Vol. 1,680,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Gonfaloniere Moreo Dagareon
Fire and Blood Vol. 1,680,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Matteno Orthys
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 3 bedslaves who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 3 bedslaves who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 3 bedslaves who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 6 servants who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 6 servants who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 6 servants who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,4th of the 6 servants who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,5th of the 6 servants who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,6th of the 6 servants who fled Lys with Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Wife of Lysaro Rogare
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Rogare, 1st daughter of Lysaro Rogare"
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Rogare, other daughter(s) of Lysaro Rogare"
Fire and Blood Vol. 1,681,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Magister Tigaro Moraqos
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Squire of Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Rowan, 1st of the 3 cousins of Lord Thaddeus Rowan imprisoned with him"
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Rowan, 2nd of the 3 cousins of Lord Thaddeus Rowan imprisoned with him"
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Rowan, 3rd of the 3 cousins of Lord Thaddeus Rowan imprisoned with him"
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Rowan, nephew of Lord Thaddeus Rowan imprisoned with him"
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Rowan, other nephew(s) of Lord Thaddeus Rowan"
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,4th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,5th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,6th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,7th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,8th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,9th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,10th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,11th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,682,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,12th of the 12 men-at-arms imprisoned with Lord Thaddeus Rowan
Fire and Blood Vol. 1,683,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Foe of Sandoq in Meereen fighting pit whose throat was torn out
Fire and Blood Vol. 1,684,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 3 men of Amaury Peake who died on the drawbridge
Fire and Blood Vol. 1,684,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 3 men of Amaury Peake who died on the drawbridge
Fire and Blood Vol. 1,684,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 3 men of Amaury Peake who died on the drawbridge
Fire and Blood Vol. 1,684,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 2 men of Amaury Peake who died on the spikes below the drawbridge
Fire and Blood Vol. 1,684,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 2 men of Amaury Peake who died on the spikes below the drawbridge
Fire and Blood Vol. 1,687,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Ser Raynard Ruskyn
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Captain of the Dragon Gate in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Captain of the Iron Gate in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Captain of the Old Gate in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Captain of the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Captain of the River Gate in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,"Ser Adrian Thorne, Captain of the Lion Gate in 135 AC"
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Captain of the King's Gate in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"1st of the 3 ladies of Queen Daenaera Velaryon, a conspirator in the Peake coup"
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"2nd of the 3 ladies of Queen Daenaera Velaryon, a conspirator in the Peake coup"
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"3rd of the 3 ladies of Queen Daenaera Velaryon, a conspirator in the Peake coup"
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 8 dead in the fighting at the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 8 dead in the fighting at the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 8 dead in the fighting at the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,4th of the 8 dead in the fighting at the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,5th of the 8 dead in the fighting at the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,6th of the 8 dead in the fighting at the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,7th of the 8 dead in the fighting at the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,8th of the 8 dead in the fighting at the Gate of the Gods in 135 AC
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,4th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,5th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,6th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,7th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,8th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,9th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,10th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,11th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,12th of the 12 men who fled King's Landing with 3 Captains of the Gates of King's Landing
Fire and Blood Vol. 1,690,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Captain of an Ibbenese whaler with whom Tessario the Tiger negocites a passage to the Port of Ibben
Fire and Blood Vol. 1,691,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Drunken man-at-arms in the stables killed by Mervyn Flowers
Fire and Blood Vol. 1,691,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st young stableboy killed by Mervyn Flowers
Fire and Blood Vol. 1,691,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd young stableboy killed by Mervyn Flowers
Fire and Blood Vol. 1,691,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Whore at the Mermaid who was struck by Tessario the Tiger
Fire and Blood Vol. 1,693,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Cousin of Lady Johanna Lannister who comes to the Great Council of 136 AC with Willam Stackspear
Fire and Blood Vol. 1,693,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,1st Westermen bannermen who comes to the Great Council of 136 AC with Willam Stackspear
Fire and Blood Vol. 1,693,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,2nd Westermen bannermen who comes to the Great Council of 136 AC with Willam Stackspear
